from_node_id,to_node_id,type_code,link_type,link_length,start_time_in_min,end_time_in_min,total_link_volume,lane_capacity_in_vhc_per_hour,link_capacity_in_vhc_per_hour,volume_over_capacity_ratio,avg_waiting_time_on_loading_buffer_(min), speed_limit,speed,free-flow_travel_time,travel_time,percentage_of_speed_limit, level_of_service, sensor_data_flag, sensor_link_volume, simulated_link_volume, measurement_error, abs_measurement_error_percentage, simulated_AADT, TotalEnergy_(J / hr), CO2_(g / hr), NOX_(g / hr), CO_(g / hr), HC_(g / hr, PM_(g / hr), PM_2_5(g / hr),sov_volume, hov_volume, truck_volume, intermodal_volume,passenger car,passenger truck,light commercial truck,single unit short-haul truck,combination long-haul truck,geometry, from_node_id,to_node_id,vol_h1,vol_h2,vol_h3,vol_h4,vol_h5,vol_h6,vol_h7,vol_h8,vol_h9,vol_h10,vol_h11,vol_h12,vol_h13,vol_h14,vol_h15,vol_h16,vol_h17,vol_h18,vol_h19,vol_h20,vol_h21,vol_h22,vol_h23,vol_h24,speed_h1,speed_h2,speed_h3,speed_h4,speed_h5,speed_h6,speed_h7,speed_h8,speed_h9,speed_h10,speed_h11,speed_h12,speed_h13,speed_h14,speed_h15,speed_h16,speed_h17,speed_h18,speed_h19,speed_h20,speed_h21,speed_h22,speed_h23,speed_h24,vol_d1,vol_d2,vol_d3,vol_d4,vol_d5,vol_d6,vol_d7,vol_d8,vol_d9,vol_d10,spd_d1,spd_d2,spd_d3,spd_d4,spd_d5,spd_d6,spd_d7,spd_d8,spd_d9,spd_d10
2,17,a,Major arterial,0.3107,390,570,3040,1000,2000,0.5067,0,15,14.8859,1.2428,1.2523,99,A,0,0,3040,0,0,0,0,0,0,0,0,0,0,3040,0,0,0,3040,0,0,0,0,"<LineString><coordinates>0.621371,0.002841,0.0 0.310686,0.002841,0.0</coordinates></LineString>",2,17,0,0,0,0,0,0,456,933,1067,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,14.8992,14.913,14.8932,14.8161,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,,
1,18,a,Principal arterial,0.3107,390,570,654,1000,3000,0.0727,0,15,14.9999,1.2428,1.2428,100,A,0,0,654,0,0,0,0,0,0,0,0,0,0,654,0,0,0,654,0,0,0,0,"<LineString><coordinates>0.002841,0.000000,0.0 0.002841,0.310686,0.0</coordinates></LineString>",1,18,0,0,0,0,0,0,0,327,185,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,15,14.9999,14.9999,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,,
18,1,a,Principal arterial,0.3107,390,570,0,1000,3000,0,0,15,15,1.2428,1.2428,100,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"<LineString><coordinates>-0.002841,0.310686,0.0 -0.002841,0.000000,0.0</coordinates></LineString>",18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,,
18,24,a,Principal arterial,0.3107,390,570,0,1000,3000,0,0,15,15,1.2428,1.2428,100,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"<LineString><coordinates>0.002841,0.310686,0.0 0.002841,0.621371,0.0</coordinates></LineString>",18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,,
24,18,a,Principal arterial,0.3107,390,570,1,1000,3000,0.0001,0,15,14.9999,1.2428,1.2428,100,A,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"<LineString><coordinates>-0.002841,0.621371,0.0 -0.002841,0.310686,0.0</coordinates></LineString>",24,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,15,14.9999,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,,
2,20,a,Major arterial,0.3107,390,570,2594,1900,3800,0.2275,0,15,14.8926,1.2428,1.2517,99,A,0,0,2594,0,0,0,0,0,0,0,0,0,0,2594,0,0,0,2594,0,0,0,0,"<LineString><coordinates>0.624212,0.000000,0.0 0.624212,0.310686,0.0</coordinates></LineString>",2,20,0,0,0,0,0,0,338,913,858,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,14.8763,14.928,14.8819,14.8559,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,,
20,2,a,Major arterial,0.3107,390,570,0,1000,2000,0,0,15,15,1.2428,1.2428,100,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"<LineString><coordinates>0.618530,0.310686,0.0 0.618530,0.000000,0.0</coordinates></LineString>",20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,,
20,26,a,Major arterial,0.3107,390,570,0,1000,2000,0,0,15,15,1.2428,1.2428,100,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"<LineString><coordinates>0.624212,0.310686,0.0 0.624212,0.621371,0.0</coordinates></LineString>",20,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,,
26,20,a,Major arterial,0.3107,390,570,11730,1000,2000,1.955,0,15,0.2519,1.2428,74.0013,2,F,0,0,11730,0,0,0,0,0,0,0,0,0,0,11730,0,0,0,11730,0,0,0,0,"<LineString><coordinates>0.618530,0.621371,0.0 0.618530,0.310686,0.0</coordinates></LineString>",26,20,0,0,0,0,0,0,863,2000,2000,2000,4007,860,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,1.4109,0.3367,0.178,0.1846,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,,
11,23,a,Major arterial,0.3107,390,570,2613,1000,3000,0.2903,0,15,14.9999,1.2428,1.2428,100,A,0,0,2613,0,0,0,0,0,0,0,0,0,0,2613,0,0,0,2613,0,0,0,0,"<LineString><coordinates>1.242742,0.000000,0.0 1.242742,0.310686,0.0</coordinates></LineString>",11,23,0,0,0,0,0,0,488,854,846,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,14.9999,14.9999,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,,
23,29,a,Major arterial,0.3107,390,570,0,1000,3000,0,0,15,15,1.2428,1.2428,100,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"<LineString><coordinates>1.242742,0.310686,0.0 1.242742,0.621371,0.0</coordinates></LineString>",23,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,,
28,22,a,Major arterial,0.3107,390,570,3279,1000,3000,0.3643,0,15,14.9111,1.2428,1.2502,99,A,0,0,3279,0,0,0,0,0,0,0,0,0,0,3279,0,0,0,3279,0,0,0,0,"<LineString><coordinates>1.180605,0.621371,0.0 1.180605,0.310686,0.0</coordinates></LineString>",28,22,0,0,0,0,0,0,425,1151,1088,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,14.8539,14.922,14.9201,14.9164,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,,
22,10,a,Major arterial,0.3107,390,570,0,1000,3000,0,0,15,15,1.2428,1.2428,100,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"<LineString><coordinates>1.180605,0.310686,0.0 1.180605,0.000000,0.0</coordinates></LineString>",22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,,
22,23,a,Minor arterial,0.0621,390,570,0,1000,2000,0,0,30,30,0.1243,0.1243,100,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"<LineString><coordinates>1.180605,0.307845,0.0 1.242742,0.307845,0.0</coordinates></LineString>",22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
23,22,a,Minor arterial,0.0621,390,570,2613,1000,2000,0.4355,0,30,30,0.1243,0.1243,100,A,0,0,2613,0,0,0,0,0,0,0,0,0,0,2613,0,0,0,2613,0,0,0,0,"<LineString><coordinates>1.242742,0.313526,0.0 1.180605,0.313526,0.0</coordinates></LineString>",23,22,0,0,0,0,0,0,488,853,845,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
24,25,a,Principal arterial,0.3107,390,570,0,1000,3000,0,0,10,10,1.8641,1.8641,100,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"<LineString><coordinates>0.000000,0.618530,0.0 0.310686,0.618530,0.0</coordinates></LineString>",24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,
25,24,a,Principal arterial,0.3107,390,570,0,1000,3000,0,0,10,10,1.8641,1.8641,100,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"<LineString><coordinates>0.310686,0.624212,0.0 0.000000,0.624212,0.0</coordinates></LineString>",25,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,
25,26,a,Principal arterial,0.3107,390,570,0,1000,3000,0,0,10,10,1.8641,1.8641,100,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"<LineString><coordinates>0.310686,0.618530,0.0 0.621371,0.618530,0.0</coordinates></LineString>",25,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,
26,25,a,Principal arterial,0.3107,390,570,1555,1000,3000,0.1728,0,10,9.9736,1.8641,1.8691,100,A,0,0,1555,0,0,0,0,0,0,0,0,0,0,1555,0,0,0,1555,0,0,0,0,"<LineString><coordinates>0.621371,0.624212,0.0 0.310686,0.624212,0.0</coordinates></LineString>",26,25,0,0,0,0,0,0,308,479,491,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,9.979,9.9787,9.9769,9.9515,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,
26,27,a,Principal arterial,0.3107,390,570,820,1000,3000,0.0911,0,10,9.981,1.8641,1.8677,100,A,0,0,820,0,0,0,0,0,0,0,0,0,0,820,0,0,0,820,0,0,0,0,"<LineString><coordinates>0.621371,0.618530,0.0 0.932057,0.618530,0.0</coordinates></LineString>",26,27,0,0,0,0,0,0,90,191,364,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,9.9903,9.9764,9.9695,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,
27,26,a,Principal arterial,0.3107,390,570,0,1000,3000,0,0,10,10,1.8641,1.8641,100,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"<LineString><coordinates>0.932057,0.624212,0.0 0.621371,0.624212,0.0</coordinates></LineString>",27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,
27,28,a,Principal arterial,0.2485,390,570,0,1000,3000,0,0,10,10,1.4913,1.4913,100,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"<LineString><coordinates>0.932057,0.618530,0.0 1.180605,0.618530,0.0</coordinates></LineString>",27,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,
28,27,a,Principal arterial,0.2485,390,570,3371,1000,3000,0.3746,0,10,9.9935,1.4913,1.4923,100,A,0,0,3371,0,0,0,0,0,0,0,0,0,0,3371,0,0,0,3371,0,0,0,0,"<LineString><coordinates>1.180605,0.624212,0.0 0.932057,0.624212,0.0</coordinates></LineString>",28,27,0,0,0,0,0,0,439,1133,1158,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,9.9902,9.9976,9.9907,9.9936,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,
28,29,a,Principal arterial,0.0621,390,570,0,1000,3000,0,0,10,10,0.3728,0.3728,100,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"<LineString><coordinates>1.180605,0.618530,0.0 1.242742,0.618530,0.0</coordinates></LineString>",28,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,
29,28,a,Principal arterial,0.0621,390,570,823,1000,3000,0.0914,0,10,9.9622,0.3728,0.3743,100,A,0,0,823,0,0,0,0,0,0,0,0,0,0,823,0,0,0,823,0,0,0,0,"<LineString><coordinates>1.242742,0.624212,0.0 1.180605,0.624212,0.0</coordinates></LineString>",29,28,0,0,0,0,0,0,46,346,292,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,9.9813,9.9621,9.9023,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,
29,30,a,Principal arterial,0.066,390,570,0,1000,3000,0,0,10,10,0.3961,0.3961,100,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"<LineString><coordinates>1.242742,0.618530,0.0 1.308763,0.618530,0.0</coordinates></LineString>",29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,
30,29,a,Principal arterial,0.066,390,570,181,1000,3000,0.0201,0,10,10,0.3961,0.3961,100,A,0,0,181,0,0,0,0,0,0,0,0,0,0,181,0,0,0,181,0,0,0,0,"<LineString><coordinates>1.308763,0.624212,0.0 1.242742,0.624212,0.0</coordinates></LineString>",30,29,0,0,0,0,0,0,30,60,59,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,
30,31,a,Principal arterial,0.0582,390,570,0,1000,3000,0,0,10,10,0.3495,0.3495,100,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"<LineString><coordinates>1.308763,0.618530,0.0 1.367016,0.618530,0.0</coordinates></LineString>",30,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,
31,30,a,Principal arterial,0.0582,390,570,608,1000,3000,0.0676,0,10,10,0.3495,0.3495,100,A,0,0,608,0,0,0,0,0,0,0,0,0,0,608,0,0,0,608,0,0,0,0,"<LineString><coordinates>1.367016,0.624212,0.0 1.308763,0.624212,0.0</coordinates></LineString>",31,30,0,0,0,0,0,0,99,202,208,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,
18,19,c,Zonal connector,0.3107,390,570,655,1000,2000,0.1092,0,10,9.8317,1.8641,1.8961,98,A,0,0,655,0,0,0,0,0,0,0,0,0,0,655,0,0,0,655,0,0,0,0,"<LineString><coordinates>0.000000,0.310686,0.0 0.310686,0.310686,0.0</coordinates></LineString>",18,19,0,0,0,0,0,0,0,321,184,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,9.8313,9.8495,9.8095,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,
19,18,c,Zonal connector,0.3107,390,570,0,1000,2000,0,0,10,10,1.8641,1.8641,100,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"<LineString><coordinates>0.310686,0.310686,0.0 0.000000,0.310686,0.0</coordinates></LineString>",19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,
19,20,c,Zonal connector,0.3107,390,570,0,1000,2000,0,0,10,10,1.8641,1.8641,100,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"<LineString><coordinates>0.310686,0.310686,0.0 0.621371,0.310686,0.0</coordinates></LineString>",19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,
20,19,c,Zonal connector,0.3107,390,570,9332,1000,2000,1.5553,0,10,9.4671,1.8641,1.9691,95,A,0,0,9332,0,0,0,0,0,0,0,0,0,0,9332,0,0,0,9332,0,0,0,0,"<LineString><coordinates>0.621371,0.310686,0.0 0.310686,0.310686,0.0</coordinates></LineString>",20,19,0,0,0,0,0,0,792,1940,1950,1628,2372,650,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,9.3011,9.2484,9.1616,9.6006,9.8077,9.8113,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,
25,19,c,Zonal connector,0.3107,390,570,1364,1000,2000,0.2273,0,10,9.6883,1.8641,1.9241,97,A,0,0,1364,0,0,0,0,0,0,0,0,0,0,1364,0,0,0,1364,0,0,0,0,"<LineString><coordinates>0.310686,0.621371,0.0 0.310686,0.310686,0.0</coordinates></LineString>",25,19,0,0,0,0,0,0,255,422,427,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,9.6365,9.7185,9.696,9.6784,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,
19,25,c,Zonal connector,0.3107,390,570,0,1000,2000,0,0,10,10,1.8641,1.8641,100,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"<LineString><coordinates>0.310686,0.310686,0.0 0.310686,0.621371,0.0</coordinates></LineString>",19,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,
19,17,c,Zonal connector,0.3107,390,570,0,1000,2000,0,0,10,10,1.8641,1.8641,100,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"<LineString><coordinates>0.310686,0.310686,0.0 0.310686,0.000000,0.0</coordinates></LineString>",19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,
17,19,c,Zonal connector,0.3107,390,570,3507,1000,2000,0.5845,0,10,9.8079,1.8641,1.9007,98,A,0,0,3507,0,0,0,0,0,0,0,0,0,0,3507,0,0,0,3507,0,0,0,0,"<LineString><coordinates>0.310686,0.000000,0.0 0.310686,0.310686,0.0</coordinates></LineString>",17,19,0,0,0,0,0,0,414,1139,1213,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,9.8719,9.7946,9.8292,9.7529,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,
20,21,c,Zonal connector,0.3107,390,570,4992,1000,2000,0.832,0,10,9.809,1.8641,1.9004,98,A,0,0,4992,0,0,0,0,0,0,0,0,0,0,4992,0,0,0,4992,0,0,0,0,"<LineString><coordinates>0.621371,0.310686,0.0 0.932057,0.310686,0.0</coordinates></LineString>",20,21,0,0,0,0,0,0,327,954,908,894,1509,400,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,9.8163,9.8062,9.8074,9.8061,9.8113,9.8113,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,
21,20,c,Zonal connector,0.3107,390,570,0,1000,2000,0,0,10,10,1.8641,1.8641,100,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"<LineString><coordinates>0.932057,0.310686,0.0 0.621371,0.310686,0.0</coordinates></LineString>",21,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,
27,21,c,Zonal connector,0.3107,390,570,3974,1000,2000,0.6623,0,10,9.6692,1.8641,1.9279,97,A,0,0,3974,0,0,0,0,0,0,0,0,0,0,3974,0,0,0,3974,0,0,0,0,"<LineString><coordinates>0.932057,0.621371,0.0 0.932057,0.310686,0.0</coordinates></LineString>",27,21,0,0,0,0,0,0,481,1259,1425,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,9.6625,9.6807,9.6513,9.6885,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,
21,27,c,Zonal connector,0.3107,390,570,0,1000,2000,0,0,10,10,1.8641,1.8641,100,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"<LineString><coordinates>0.932057,0.310686,0.0 0.932057,0.621371,0.0</coordinates></LineString>",21,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,
21,22,c,Zonal connector,0.2485,390,570,0,1000,2000,0,0,10,10,1.4913,1.4913,100,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"<LineString><coordinates>0.932057,0.310686,0.0 1.180605,0.310686,0.0</coordinates></LineString>",21,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,
22,21,c,Zonal connector,0.2485,390,570,5892,1000,2000,0.982,0,10,6.423,1.4913,2.3218,64,C,0,0,5892,0,0,0,0,0,0,0,0,0,0,5892,0,0,0,5892,0,0,0,0,"<LineString><coordinates>1.180605,0.310686,0.0 0.932057,0.310686,0.0</coordinates></LineString>",22,21,0,0,0,0,0,0,865,1974,1963,1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,5.9885,5.0715,7.5033,9.2974,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,
24,32,a,Principal arterial,0.1864,390,570,0,1000,3000,0,0,20,20,0.5592,0.5592,100,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"<LineString><coordinates>0.002841,0.621371,0.0 0.002841,0.807782,0.0</coordinates></LineString>",24,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,,,,,,,,,,,,,,,,,,,
32,24,a,Principal arterial,0.1864,390,570,1,1000,3000,0.0001,0,20,19.9998,0.5592,0.5592,100,A,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"<LineString><coordinates>-0.002841,0.807782,0.0 -0.002841,0.621371,0.0</coordinates></LineString>",32,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,19.9998,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,,,,,,,,,,,,,,,,,,,
32,33,a,Principal arterial,0.2636,390,570,0,1000,3000,0,0,20,20,0.7909,0.7909,100,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"<LineString><coordinates>0.002000,0.805782,0.0 0.188411,0.992194,0.0</coordinates></LineString>",32,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,,,,,,,,,,,,,,,,,,,
33,32,a,Principal arterial,0.2636,390,570,1,1000,3000,0.0001,0,20,19.9999,0.7909,0.7909,100,A,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"<LineString><coordinates>0.184411,0.996194,0.0 -0.002000,0.809782,0.0</coordinates></LineString>",33,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,19.9999,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,,,,,,,,,,,,,,,,,,,
33,40,a,Principal arterial,0.3515,390,570,0,1000,3000,0,0,20,20,1.0545,1.0545,100,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"<LineString><coordinates>0.188411,0.992194,0.0 0.436960,1.240742,0.0</coordinates></LineString>",33,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,,,,,,,,,,,,,,,,,,,
