agent_id,tour_id,from_zone_id,to_zone_id,from_origin_node_id,to_destination_node_id,departure_time_in_min,end_time_in_min,travel_time_in_min,demand_type,information_type,value_of_time,vehicle_type,vehicle_age,distance
28693,28693,16,387,16,387,474.55,480.00,5.45,1,1,10.00,1,10,1.22,
28694,28694,92,199,92,199,474.55,483.00,8.45,1,1,10.00,1,0,3.50,
28695,28695,16,303,16,303,474.55,480.30,5.75,1,1,10.00,1,10,1.92,
28696,28696,16,441,16,441,474.55,481.10,6.55,1,1,10.00,1,0,2.33,
28697,28697,16,162,16,162,474.55,479.90,5.35,1,1,10.00,1,15,1.25,
28698,28698,92,200,92,200,474.55,484.20,9.65,1,1,10.00,1,0,4.63,
28699,28699,16,424,16,424,474.55,481.50,6.95,1,1,10.00,1,0,1.76,
28700,28700,104,164,104,164,474.55,485.70,11.15,1,1,10.00,1,5,4.48,
28701,28701,16,361,16,361,474.55,479.90,5.35,1,1,10.00,1,15,1.04,
28702,28702,57,325,57,325,474.55,483.80,9.25,1,1,10.00,1,5,3.68,
28703,28703,77,172,77,172,474.55,483.10,8.55,1,1,10.00,1,15,4.02,
28704,28704,77,336,77,336,474.55,481.90,7.35,1,1,10.00,1,15,3.16,
28705,28705,92,226,92,226,474.55,483.10,8.55,1,1,10.00,1,15,4.17,
28706,28706,16,245,16,245,474.55,498.30,23.75,1,1,10.00,1,5,1.73,
28707,28707,92,201,92,201,474.55,482.50,7.95,1,1,10.00,1,10,3.48,
28708,28708,104,290,104,290,474.55,483.30,8.75,1,1,10.00,1,10,4.91,
28709,28709,57,324,57,324,474.55,482.30,7.75,1,1,10.00,1,10,3.12,
28710,28710,16,266,16,266,474.55,480.10,5.55,1,1,10.00,1,5,1.41,
28711,28711,57,302,57,302,474.55,482.40,7.85,1,1,10.00,1,5,3.75,
28712,28712,77,335,77,335,474.55,484.00,9.45,1,1,10.00,1,0,4.17,
28713,28713,92,300,92,300,474.55,483.40,8.85,1,1,10.00,1,10,4.55,
28714,28714,104,403,104,403,474.55,483.90,9.35,1,1,10.00,1,0,4.17,
28715,28715,16,161,16,161,474.55,479.50,4.95,1,1,10.00,1,5,1.39,
28716,28716,57,138,57,138,474.55,503.10,28.55,1,1,10.00,1,0,4.16,
28717,28717,57,432,57,432,474.55,480.90,6.35,1,1,10.00,1,15,2.78,
28718,28718,92,225,92,225,474.55,483.40,8.85,1,1,10.00,1,5,4.53,
28719,28719,77,173,77,173,474.55,482.70,8.15,1,1,10.00,1,10,3.84,
28720,28720,77,114,77,114,474.55,482.20,7.65,1,1,10.00,1,15,4.91,
28721,28721,92,202,92,202,474.55,483.80,9.25,1,1,10.00,1,15,4.61,
28722,28722,57,163,57,163,474.55,485.10,10.55,1,1,10.00,1,0,4.55,
28723,28723,57,323,57,323,474.55,482.30,7.75,1,1,10.00,1,10,3.05,
28724,28724,104,211,104,211,474.55,483.60,9.05,1,1,10.00,1,5,5.10,
28725,28725,57,303,57,303,474.55,483.60,9.05,1,1,10.00,1,10,3.80,
28726,28726,104,404,104,404,474.55,483.50,8.95,1,1,10.00,1,10,4.74,
28727,28727,16,160,16,160,474.55,479.20,4.65,1,1,10.00,1,0,2.14,
28728,28728,92,374,92,374,474.55,482.20,7.65,1,1,10.00,1,0,3.13,
28729,28729,104,163,104,163,474.55,503.00,28.45,1,1,10.00,1,5,4.30,
28730,28730,92,419,92,419,474.55,483.40,8.85,1,1,10.00,1,10,4.42,
28731,28731,77,334,77,334,474.55,482.10,7.55,1,1,10.00,1,0,3.50,
28732,28732,92,224,92,224,474.55,482.90,8.35,1,1,10.00,1,15,3.19,
28733,28733,77,403,77,403,474.55,481.50,6.95,1,1,10.00,1,10,3.02,
28734,28734,57,395,57,395,474.55,482.70,8.15,1,1,10.00,1,5,2.79,
28735,28735,57,147,57,147,474.55,503.50,28.95,1,1,10.00,1,5,4.12,
28736,28736,92,342,92,342,474.55,483.30,8.75,1,1,10.00,1,0,4.15,
28737,28737,104,114,104,114,474.55,485.30,10.75,1,1,10.00,1,0,4.71,
28738,28738,92,203,92,203,474.55,484.80,10.25,1,1,10.00,1,15,4.52,
28739,28739,57,322,57,322,474.55,482.30,7.75,1,1,10.00,1,10,3.40,
28740,28740,57,424,57,424,474.55,481.80,7.25,1,1,10.00,1,5,2.51,
28741,28741,104,405,104,405,474.55,484.30,9.75,1,1,10.00,1,10,4.30,
28742,28742,77,228,77,228,474.55,483.10,8.55,1,1,10.00,1,5,3.82,
28743,28743,16,159,16,159,474.55,479.00,4.45,1,1,10.00,1,0,2.08,
28744,28744,104,291,104,291,474.55,484.00,9.45,1,1,10.00,1,0,4.11,
28745,28745,16,428,16,428,474.55,481.40,6.85,1,1,10.00,1,0,2.04,
28746,28746,16,265,16,265,474.55,479.60,5.05,1,1,10.00,1,10,1.33,
28747,28747,104,241,104,241,474.55,502.00,27.45,1,1,10.00,1,15,4.04,
28748,28748,57,304,57,304,474.55,483.30,8.75,1,1,10.00,1,0,3.65,
28749,28749,77,243,77,243,474.55,483.50,8.95,1,1,10.00,1,0,3.42,
28750,28750,92,223,92,223,474.55,499.90,25.35,1,1,10.00,1,0,3.00,
28751,28751,92,204,92,204,474.55,484.20,9.65,1,1,10.00,1,0,4.48,
28752,28752,57,252,57,252,474.55,483.10,8.55,1,1,10.00,1,5,3.22,
28753,28753,57,321,57,321,474.55,483.10,8.55,1,1,10.00,1,15,3.47,
28754,28754,104,115,104,115,474.55,484.10,9.55,1,1,10.00,1,5,6.64,
28755,28755,104,406,104,406,474.55,484.40,9.85,1,1,10.00,1,10,4.36,
28756,28756,16,158,16,158,474.55,479.30,4.75,1,1,10.00,1,0,2.04,
28757,28757,16,319,16,319,474.55,481.30,6.75,1,1,10.00,1,15,1.89,
28758,28758,16,437,16,437,474.55,481.30,6.75,1,1,10.00,1,0,1.86,
28759,28759,92,277,92,277,474.55,483.70,9.15,1,1,10.00,1,15,4.77,
28760,28760,92,205,92,205,474.55,484.90,10.35,1,1,10.00,1,0,4.46,
28761,28761,57,305,57,305,474.55,484.00,9.45,1,1,10.00,1,5,3.50,
28762,28762,104,314,104,314,474.55,484.50,9.95,1,1,10.00,1,15,4.13,
28763,28763,77,177,77,177,474.55,484.80,10.25,1,1,10.00,1,5,3.93,
28764,28764,104,194,104,194,474.55,484.20,9.65,1,1,10.00,1,0,5.29,
28765,28765,16,244,16,244,474.55,479.50,4.95,1,1,10.00,1,15,1.26,
28766,28766,57,320,57,320,474.55,484.90,10.35,1,1,10.00,1,15,3.75,
28767,28767,92,222,92,222,474.55,500.40,25.85,1,1,10.00,1,5,3.19,
28768,28768,16,429,16,429,474.55,481.30,6.75,1,1,10.00,1,15,2.39,
28769,28769,92,206,92,206,474.55,482.80,8.25,1,1,10.00,1,10,4.86,
28770,28770,104,123,104,123,474.55,484.80,10.25,1,1,10.00,1,10,5.87,
28771,28771,104,292,104,292,474.55,484.20,9.65,1,1,10.00,1,5,4.94,
28772,28772,57,306,57,306,474.55,483.90,9.35,1,1,10.00,1,5,3.50,
28773,28773,77,260,77,260,474.55,484.30,9.75,1,1,10.00,1,0,3.93,
28774,28774,77,330,77,330,474.55,481.60,7.05,1,1,10.00,1,15,3.44,
28775,28775,57,319,57,319,474.55,482.50,7.95,1,1,10.00,1,15,3.68,
28776,28776,16,264,16,264,474.55,480.30,5.75,1,1,10.00,1,5,1.41,
28777,28777,92,221,92,221,474.55,484.40,9.85,1,1,10.00,1,0,4.60,
28778,28778,92,356,92,356,474.55,483.60,9.05,1,1,10.00,1,5,4.48,
28779,28779,16,367,16,367,474.55,480.30,5.75,1,1,10.00,1,5,1.34,
28780,28780,104,407,104,407,474.55,485.20,10.65,1,1,10.00,1,10,4.54,
28781,28781,104,116,104,116,474.55,503.40,28.85,1,1,10.00,1,10,4.69,
28782,28782,16,157,16,157,474.55,479.10,4.55,1,1,10.00,1,15,2.06,
28783,28783,16,436,16,436,474.55,480.70,6.15,1,1,10.00,1,10,1.92,
28784,28784,92,207,92,207,474.55,500.70,26.15,1,1,10.00,1,10,3.25,
28785,28785,104,235,104,235,474.55,484.90,10.35,1,1,10.00,1,15,4.48,
28786,28786,77,178,77,178,474.55,502.90,28.35,1,1,10.00,1,0,4.18,
28787,28787,57,318,57,318,474.55,484.90,10.35,1,1,10.00,1,10,3.87,
28788,28788,16,430,16,430,474.55,481.80,7.25,1,1,10.00,1,5,2.45,
28789,28789,57,307,57,307,474.55,480.90,6.35,1,1,10.00,1,15,3.15,
28790,28790,92,220,92,220,474.55,483.00,8.45,1,1,10.00,1,15,3.33,
28791,28791,57,394,57,394,474.55,482.80,8.25,1,1,10.00,1,5,2.79,
28792,28792,92,208,92,208,474.55,483.70,9.15,1,1,10.00,1,10,4.17,
28793,28793,104,122,104,122,474.55,486.20,11.65,1,1,10.00,1,15,4.61,
28794,28794,104,408,104,408,474.55,484.30,9.75,1,1,10.00,1,0,4.30,
28795,28795,77,329,77,329,474.55,482.20,7.65,1,1,10.00,1,10,3.34,
28796,28796,57,317,57,317,474.55,484.80,10.25,1,1,10.00,1,15,3.81,
28797,28797,57,308,57,308,474.55,480.90,6.35,1,1,10.00,1,5,3.08,
28798,28798,92,219,92,219,474.55,482.60,8.05,1,1,10.00,1,15,3.32,
28799,28799,16,156,16,156,474.55,479.50,4.95,1,1,10.00,1,5,2.02,
28800,28800,77,19,77,19,474.55,483.20,8.65,1,1,10.00,1,15,4.05,
28801,28801,92,209,92,209,474.55,482.90,8.35,1,1,10.00,1,0,3.07,
28802,28802,104,117,104,117,474.55,503.50,28.95,1,1,10.00,1,0,4.75,
28803,28803,16,435,16,435,474.55,481.90,7.35,1,1,10.00,1,5,1.78,
28804,28804,16,431,16,431,474.55,481.20,6.65,1,1,10.00,1,0,2.11,
28805,28805,57,316,57,316,474.55,484.70,10.15,1,1,10.00,1,5,4.05,
28806,28806,104,121,104,121,474.55,484.80,10.25,1,1,10.00,1,15,6.67,
28807,28807,92,210,92,210,474.55,482.80,8.25,1,1,10.00,1,0,3.01,
28808,28808,57,309,57,309,474.55,482.70,8.15,1,1,10.00,1,5,3.28,
28809,28809,77,436,77,436,474.55,480.70,6.15,1,1,10.00,1,0,2.48,
28810,28810,77,179,77,179,474.55,502.80,28.25,1,1,10.00,1,0,4.12,
28811,28811,77,115,77,115,474.55,482.50,7.95,1,1,10.00,1,5,4.97,
28812,28812,104,26,104,26,474.55,483.20,8.65,1,1,10.00,1,15,3.74,
28813,28813,104,409,104,409,474.55,483.00,8.45,1,1,10.00,1,5,4.96,
28814,28814,104,293,104,293,474.55,482.90,8.35,1,1,10.00,1,10,4.72,
28815,28815,92,218,92,218,474.55,483.00,8.45,1,1,10.00,1,5,3.31,
28816,28816,16,263,16,263,474.55,498.10,23.55,1,1,10.00,1,5,1.70,
28817,28817,104,252,104,252,474.55,483.50,8.95,1,1,10.00,1,15,4.78,
28818,28818,77,328,77,328,474.55,482.20,7.65,1,1,10.00,1,5,3.27,
28819,28819,57,446,57,446,474.55,480.70,6.15,1,1,10.00,1,5,2.55,
28820,28820,57,315,57,315,474.55,485.40,10.85,1,1,10.00,1,10,3.89,
28821,28821,16,388,16,388,474.55,480.20,5.65,1,1,10.00,1,0,1.29,
28822,28822,77,268,77,268,474.55,502.20,27.65,1,1,10.00,1,5,3.80,
28823,28823,77,402,77,402,474.55,481.60,7.05,1,1,10.00,1,0,3.04,
28824,28824,92,217,92,217,474.55,483.60,9.05,1,1,10.00,1,5,3.50,
28825,28825,104,118,104,118,474.55,484.80,10.25,1,1,10.00,1,10,5.64,
28826,28826,92,211,92,211,474.55,483.50,8.95,1,1,10.00,1,15,3.92,
28827,28827,57,310,57,310,474.55,480.70,6.15,1,1,10.00,1,5,2.90,
28828,28828,16,432,16,432,474.55,481.60,7.05,1,1,10.00,1,15,2.21,
28829,28829,92,380,92,380,474.55,483.20,8.65,1,1,10.00,1,10,4.29,
28830,28830,104,410,104,410,474.55,483.10,8.55,1,1,10.00,1,10,5.03,
28831,28831,104,120,104,120,474.55,484.80,10.25,1,1,10.00,1,15,6.95,
28832,28832,57,314,57,314,474.55,482.50,7.95,1,1,10.00,1,5,3.78,
28833,28833,16,434,16,434,474.55,481.00,6.45,1,1,10.00,1,0,1.79,
28834,28834,77,180,77,180,474.55,502.70,28.15,1,1,10.00,1,10,4.06,
28835,28835,92,216,92,216,474.55,501.30,26.75,1,1,10.00,1,5,3.36,
28836,28836,92,415,92,415,474.55,483.50,8.95,1,1,10.00,1,10,3.38,
28837,28837,16,152,16,152,474.55,477.80,3.25,1,1,10.00,1,15,0.46,
28838,28838,104,180,104,180,474.55,484.60,10.05,1,1,10.00,1,0,5.86,
28839,28839,57,311,57,311,474.55,480.60,6.05,1,1,10.00,1,10,2.84,
28840,28840,92,299,92,299,474.55,483.90,9.35,1,1,10.00,1,15,4.61,
28841,28841,77,327,77,327,474.55,482.50,7.95,1,1,10.00,1,15,3.46,
28842,28842,92,214,92,214,474.55,483.50,8.95,1,1,10.00,1,0,4.39,
28843,28843,92,215,92,215,474.55,483.70,9.15,1,1,10.00,1,0,5.86,
28844,28844,57,393,57,393,474.55,481.90,7.35,1,1,10.00,1,10,2.82,
28845,28845,57,312,57,312,474.55,482.20,7.65,1,1,10.00,1,0,3.03,
28846,28846,104,119,104,119,474.55,485.50,10.95,1,1,10.00,1,10,4.65,
28847,28847,104,434,104,434,474.55,484.80,10.25,1,1,10.00,1,15,4.54,
28848,28848,16,131,16,131,474.55,478.50,3.95,1,1,10.00,1,15,0.64,
28849,28849,104,315,104,315,474.55,483.90,9.35,1,1,10.00,1,0,5.24,
28850,28850,104,294,104,294,474.55,482.90,8.35,1,1,10.00,1,15,4.66,
28851,28851,104,435,104,435,474.55,485.30,10.75,1,1,10.00,1,5,4.61,
28852,28852,92,400,92,400,474.55,483.10,8.55,1,1,10.00,1,5,5.14,
28853,28853,104,436,104,436,474.55,483.40,8.85,1,1,10.00,1,10,5.05,
28854,28854,16,151,16,151,474.55,478.00,3.45,1,1,10.00,1,5,0.52,
28855,28855,104,437,104,437,474.55,482.20,7.65,1,1,10.00,1,0,4.81,
28856,28856,77,272,77,272,474.55,482.10,7.55,1,1,10.00,1,0,3.57,
28857,28857,77,181,77,181,474.55,482.80,8.25,1,1,10.00,1,15,3.61,
28858,28858,16,243,16,243,474.55,479.70,5.15,1,1,10.00,1,5,1.33,
28859,28859,57,180,57,180,474.55,484.70,10.15,1,1,10.00,1,5,3.89,
28860,28860,77,326,77,326,474.55,482.40,7.85,1,1,10.00,1,15,3.40,
28861,28861,57,225,57,225,474.55,503.40,28.85,1,1,10.00,1,5,3.81,
28862,28862,104,162,104,162,474.55,485.20,10.65,1,1,10.00,1,0,4.61,
28863,28863,104,414,104,414,474.55,483.10,8.55,1,1,10.00,1,0,4.55,
28864,28864,16,302,16,302,474.55,480.60,6.05,1,1,10.00,1,0,1.73,
28865,28865,57,199,57,199,474.55,483.50,8.95,1,1,10.00,1,15,3.88,
28866,28866,16,262,16,262,474.55,481.20,6.65,1,1,10.00,1,5,2.04,
28867,28867,104,441,104,441,474.55,482.50,7.95,1,1,10.00,1,0,4.30,
28868,28868,57,164,57,164,474.55,483.10,8.55,1,1,10.00,1,15,4.31,
28869,28869,16,150,16,150,474.55,478.10,3.55,1,1,10.00,1,15,0.58,
28870,28870,92,373,92,373,474.55,482.50,7.95,1,1,10.00,1,15,3.19,
28871,28871,104,442,104,442,474.55,483.00,8.45,1,1,10.00,1,10,4.74,
28872,28872,104,443,104,443,474.55,482.90,8.35,1,1,10.00,1,15,4.43,
28873,28873,77,182,77,182,474.55,483.30,8.75,1,1,10.00,1,5,3.94,
28874,28874,104,415,104,415,474.55,484.00,9.45,1,1,10.00,1,0,4.42,
28875,28875,104,444,104,444,474.55,483.00,8.45,1,1,10.00,1,10,4.37,
28876,28876,77,325,77,325,474.55,483.60,9.05,1,1,10.00,1,0,3.92,
28877,28877,104,445,104,445,474.55,482.90,8.35,1,1,10.00,1,0,4.40,
28878,28878,92,19,92,19,474.55,500.80,26.25,1,1,10.00,1,15,3.23,
28879,28879,104,416,104,416,474.55,482.90,8.35,1,1,10.00,1,0,4.43,
28880,28880,16,149,16,149,474.55,478.20,3.65,1,1,10.00,1,5,0.64,
28881,28881,104,446,104,446,474.55,482.70,8.15,1,1,10.00,1,0,4.84,
28882,28882,16,340,16,340,474.55,479.50,4.95,1,1,10.00,1,5,0.80,
28883,28883,104,417,104,417,474.55,483.10,8.55,1,1,10.00,1,0,4.49,
28884,28884,16,148,16,148,474.55,478.40,3.85,1,1,10.00,1,5,0.71,
28885,28885,57,209,57,209,474.55,482.40,7.85,1,1,10.00,1,15,3.49,
28886,28886,92,442,92,442,474.55,483.20,8.65,1,1,10.00,1,10,4.49,
28887,28887,104,188,104,188,474.55,484.60,10.05,1,1,10.00,1,15,5.41,
28888,28888,77,183,77,183,474.55,485.10,10.55,1,1,10.00,1,10,4.14,
28889,28889,16,389,16,389,474.55,481.00,6.45,1,1,10.00,1,5,1.92,
28890,28890,104,447,104,447,474.55,482.90,8.35,1,1,10.00,1,5,4.78,
28891,28891,104,448,104,448,474.55,482.80,8.25,1,1,10.00,1,0,4.72,
28892,28892,77,324,77,324,474.55,483.90,9.35,1,1,10.00,1,0,3.68,
28893,28893,16,372,16,372,474.55,481.20,6.65,1,1,10.00,1,5,1.98,
28894,28894,77,116,77,116,474.55,503.80,29.25,1,1,10.00,1,10,4.44,
28895,28895,104,449,104,449,474.55,482.10,7.55,1,1,10.00,1,10,4.79,
28896,28896,16,123,16,123,474.55,479.30,4.75,1,1,10.00,1,10,0.94,
28897,28897,16,261,16,261,474.55,498.90,24.35,1,1,10.00,1,0,1.86,
28898,28898,16,122,16,122,474.55,479.80,5.25,1,1,10.00,1,10,1.20,
28899,28899,77,258,77,258,474.55,482.80,8.25,1,1,10.00,1,0,3.86,
28900,28900,104,418,104,418,474.55,483.60,9.05,1,1,10.00,1,0,4.68,
28901,28901,57,392,57,392,474.55,481.90,7.35,1,1,10.00,1,15,2.87,
28902,28902,16,147,16,147,474.55,478.70,4.15,1,1,10.00,1,15,0.77,
28903,28903,77,401,77,401,474.55,482.90,8.35,1,1,10.00,1,15,3.08,
28904,28904,16,121,16,121,474.55,480.10,5.55,1,1,10.00,1,5,1.19,
28905,28905,92,372,92,372,474.55,482.60,8.05,1,1,10.00,1,15,3.25,
28906,28906,77,184,77,184,474.55,485.50,10.95,1,1,10.00,1,0,4.29,
28907,28907,16,120,16,120,474.55,480.00,5.45,1,1,10.00,1,15,1.33,
28908,28908,104,200,104,200,474.55,484.70,10.15,1,1,10.00,1,15,5.46,
28909,28909,77,323,77,323,474.55,484.20,9.65,1,1,10.00,1,0,3.92,
28910,28910,57,417,57,417,474.55,481.80,7.25,1,1,10.00,1,0,2.68,
28911,28911,16,119,16,119,474.55,479.50,4.95,1,1,10.00,1,10,2.15,
28912,28912,104,316,104,316,474.55,484.20,9.65,1,1,10.00,1,15,5.30,
28913,28913,104,419,104,419,474.55,485.10,10.55,1,1,10.00,1,10,4.48,
28914,28914,16,146,16,146,474.55,478.80,4.25,1,1,10.00,1,5,0.83,
28915,28915,104,298,104,298,474.55,484.60,10.05,1,1,10.00,1,15,4.30,
28916,28916,16,242,16,242,474.55,479.90,5.35,1,1,10.00,1,0,1.39,
28917,28917,16,118,16,118,474.55,480.00,5.45,1,1,10.00,1,10,1.25,
28918,28918,92,304,92,304,474.55,484.10,9.55,1,1,10.00,1,5,4.21,
28919,28919,57,256,57,256,474.55,483.00,8.45,1,1,10.00,1,0,3.94,
28920,28920,16,117,16,117,474.55,479.20,4.65,1,1,10.00,1,10,2.03,
28921,28921,57,187,57,187,474.55,483.60,9.05,1,1,10.00,1,15,4.07,
28922,28922,77,185,77,185,474.55,484.90,10.35,1,1,10.00,1,15,4.02,
28923,28923,104,420,104,420,474.55,483.40,8.85,1,1,10.00,1,5,5.16,
28924,28924,16,145,16,145,474.55,479.00,4.45,1,1,10.00,1,15,0.89,
28925,28925,77,322,77,322,474.55,483.60,9.05,1,1,10.00,1,10,3.23,
28926,28926,16,116,16,116,474.55,479.60,5.05,1,1,10.00,1,10,1.99,
28927,28927,16,115,16,115,474.55,479.10,4.55,1,1,10.00,1,10,1.90,
28928,28928,77,227,77,227,474.55,482.80,8.25,1,1,10.00,1,0,3.71,
28929,28929,16,260,16,260,474.55,481.10,6.55,1,1,10.00,1,10,1.92,
28930,28930,16,114,16,114,474.55,479.50,4.95,1,1,10.00,1,15,1.86,
28931,28931,92,357,92,357,474.55,484.60,10.05,1,1,10.00,1,0,4.52,
28932,28932,104,421,104,421,474.55,483.60,9.05,1,1,10.00,1,10,4.94,
28933,28933,16,144,16,144,474.55,479.10,4.55,1,1,10.00,1,0,0.95,
28934,28934,104,242,104,242,474.55,485.00,10.45,1,1,10.00,1,15,4.17,
28935,28935,77,186,77,186,474.55,485.30,10.75,1,1,10.00,1,0,4.17,
28936,28936,104,299,104,299,474.55,484.70,10.15,1,1,10.00,1,0,4.23,
28937,28937,77,321,77,321,474.55,484.30,9.75,1,1,10.00,1,10,3.62,
28938,28938,104,317,104,317,474.55,484.20,9.65,1,1,10.00,1,15,5.06,
28939,28939,104,161,104,161,474.55,485.30,10.75,1,1,10.00,1,15,4.54,
28940,28940,16,241,16,241,474.55,498.60,24.05,1,1,10.00,1,15,1.79,
28941,28941,77,435,77,435,474.55,481.00,6.45,1,1,10.00,1,0,2.53,
28942,28942,104,422,104,422,474.55,484.70,10.15,1,1,10.00,1,0,5.11,
28943,28943,16,143,16,143,474.55,479.90,5.35,1,1,10.00,1,10,1.06,
28944,28944,92,335,92,335,474.55,484.80,10.25,1,1,10.00,1,0,4.63,
28945,28945,57,165,57,165,474.55,503.60,29.05,1,1,10.00,1,0,3.87,
28946,28946,104,300,104,300,474.55,484.30,9.75,1,1,10.00,1,0,5.21,
28947,28947,16,259,16,259,474.55,480.60,6.05,1,1,10.00,1,5,1.22,
28948,28948,57,391,57,391,474.55,482.30,7.75,1,1,10.00,1,5,2.84,
28949,28949,92,424,92,424,474.55,483.50,8.95,1,1,10.00,1,10,4.27,
28950,28950,92,322,92,322,474.55,481.80,7.25,1,1,10.00,1,0,2.82,
28951,28951,104,214,104,214,474.55,485.30,10.75,1,1,10.00,1,10,5.74,
28952,28952,77,187,77,187,474.55,485.60,11.05,1,1,10.00,1,10,4.23,
28953,28953,77,320,77,320,474.55,484.40,9.85,1,1,10.00,1,10,3.98,
28954,28954,104,21,104,21,474.55,484.20,9.65,1,1,10.00,1,5,5.17,
28955,28955,16,339,16,339,474.55,479.90,5.35,1,1,10.00,1,5,0.86,
28956,28956,104,423,104,423,474.55,484.30,9.75,1,1,10.00,1,0,4.57,
28957,28957,16,142,16,142,474.55,479.70,5.15,1,1,10.00,1,10,1.10,
28958,28958,77,117,77,117,474.55,504.10,29.55,1,1,10.00,1,15,4.51,
28959,28959,92,20,92,20,474.55,483.30,8.75,1,1,10.00,1,5,3.19,
28960,28960,77,400,77,400,474.55,481.70,7.15,1,1,10.00,1,5,3.18,
28961,28961,92,273,92,273,474.55,501.20,26.65,1,1,10.00,1,10,3.38,
28962,28962,57,158,57,158,474.55,483.90,9.35,1,1,10.00,1,0,4.11,
28963,28963,77,319,77,319,474.55,482.30,7.75,1,1,10.00,1,0,3.30,
28964,28964,104,424,104,424,474.55,484.50,9.95,1,1,10.00,1,10,5.05,
28965,28965,16,141,16,141,474.55,479.70,5.15,1,1,10.00,1,5,1.14,
28966,28966,104,183,104,183,474.55,485.70,11.15,1,1,10.00,1,0,4.42,
28967,28967,16,94,16,94,474.59,536.20,61.61,1,1,10.00,1,5,4.21,
28968,28968,77,94,77,94,474.59,534.10,59.51,1,1,10.00,1,0,3.92,
28969,28969,92,94,92,94,474.59,527.20,52.61,1,1,10.00,1,0,0.56,
28970,28970,57,94,57,94,474.59,534.00,59.41,1,1,10.00,1,0,3.98,
28971,28971,104,94,104,94,474.59,532.00,57.41,1,1,10.00,1,5,1.68,
28972,28972,77,94,77,94,474.66,535.00,60.34,1,1,10.00,1,10,3.31,
28973,28973,57,94,57,94,474.66,534.10,59.44,1,1,10.00,1,5,3.98,
28974,28974,16,94,16,94,474.66,534.90,60.24,1,1,10.00,1,0,3.96,
28975,28975,92,94,92,94,474.66,527.20,52.54,1,1,10.00,1,10,0.56,
28976,28976,104,94,104,94,474.66,532.00,57.34,1,1,10.00,1,15,1.68,
28977,28977,24,419,24,419,474.69,476.60,1.91,1,1,10.00,1,0,0.69,
28978,28978,24,118,24,118,474.71,478.70,3.99,1,1,10.00,1,10,1.74,
28979,28979,77,94,77,94,474.74,534.20,59.46,1,1,10.00,1,10,3.92,
28980,28980,92,94,92,94,474.74,527.20,52.46,1,1,10.00,1,0,0.56,
28981,28981,57,94,57,94,474.74,534.60,59.86,1,1,10.00,1,10,3.37,
28982,28982,16,94,16,94,474.74,536.20,61.46,1,1,10.00,1,10,4.21,
28983,28983,104,94,104,94,474.74,532.00,57.26,1,1,10.00,1,15,1.68,
28984,28984,92,483,92,483,474.78,482.90,8.12,1,1,10.00,1,0,4.28,
28985,28985,77,94,77,94,474.81,535.00,60.19,1,1,10.00,1,5,3.31,
28986,28986,57,94,57,94,474.81,534.10,59.29,1,1,10.00,1,15,3.98,
28987,28987,16,94,16,94,474.81,536.50,61.69,1,1,10.00,1,15,4.21,
28988,28988,104,94,104,94,474.81,532.10,57.29,1,1,10.00,1,10,1.68,
28989,28989,92,94,92,94,474.81,527.30,52.49,1,1,10.00,1,0,0.56,
28990,28990,77,94,77,94,474.89,534.20,59.31,1,1,10.00,1,5,3.92,
28991,28991,57,94,57,94,474.89,534.60,59.71,1,1,10.00,1,10,3.37,
28992,28992,104,94,104,94,474.89,532.20,57.31,1,1,10.00,1,15,1.68,
28993,28993,16,94,16,94,474.89,534.90,60.01,1,1,10.00,1,0,3.96,
28994,28994,92,94,92,94,474.89,527.30,52.41,1,1,10.00,1,10,0.56,
28995,28995,104,94,104,94,474.97,532.30,57.33,1,1,10.00,1,0,1.68,
28996,28996,77,94,77,94,474.97,534.20,59.23,1,1,10.00,1,5,3.92,
28997,28997,92,94,92,94,474.97,527.40,52.43,1,1,10.00,1,15,0.56,
28998,28998,16,94,16,94,474.97,536.10,61.13,1,1,10.00,1,15,3.96,
28999,28999,57,94,57,94,474.97,534.70,59.73,1,1,10.00,1,10,3.37,
29000,29000,104,94,104,94,475.04,532.30,57.26,1,1,10.00,1,5,1.68,
29001,29001,16,94,16,94,475.04,536.50,61.46,1,1,10.00,1,0,4.21,
29002,29002,77,94,77,94,475.04,534.30,59.26,1,1,10.00,1,5,3.92,
29003,29003,57,94,57,94,475.04,535.00,59.96,1,1,10.00,1,15,3.37,
29004,29004,92,94,92,94,475.04,527.40,52.36,1,1,10.00,1,15,0.56,
29005,29005,24,94,24,94,475.08,534.00,58.92,1,1,10.00,1,5,4.25,
29006,29006,92,94,92,94,475.12,527.50,52.38,1,1,10.00,1,10,0.56,
29007,29007,77,94,77,94,475.12,535.20,60.08,1,1,10.00,1,0,3.92,
29008,29008,104,94,104,94,475.12,532.30,57.18,1,1,10.00,1,10,1.68,
29009,29009,16,94,16,94,475.12,536.60,61.48,1,1,10.00,1,10,4.21,
29010,29010,57,94,57,94,475.12,534.30,59.18,1,1,10.00,1,0,3.98,
29011,29011,57,94,57,94,475.19,534.60,59.41,1,1,10.00,1,0,3.98,
29012,29012,92,94,92,94,475.19,527.50,52.31,1,1,10.00,1,0,0.56,
29013,29013,77,94,77,94,475.19,535.20,60.01,1,1,10.00,1,5,3.92,
29014,29014,16,94,16,94,475.19,536.10,60.91,1,1,10.00,1,0,3.96,
29015,29015,104,94,104,94,475.19,532.40,57.21,1,1,10.00,1,5,1.68,
