agent_id,tour_id,from_zone_id,to_zone_id,from_origin_node_id,to_destination_node_id,departure_time_in_min,end_time_in_min,travel_time_in_min,demand_type,information_type,value_of_time,vehicle_type,vehicle_age,distance
15467,15467,16,371,16,371,449.09,456.30,7.21,1,1,10.00,1,0,1.17,
15468,15468,104,366,104,366,449.09,458.90,9.81,1,1,10.00,1,15,4.97,
15469,15469,16,322,16,322,449.09,456.80,7.71,1,1,10.00,1,0,1.58,
15470,15470,77,169,77,169,449.09,459.80,10.71,1,1,10.00,1,15,4.09,
15471,15471,104,182,104,182,449.09,462.60,13.51,1,1,10.00,1,15,5.52,
15472,15472,57,433,57,433,449.09,458.90,9.81,1,1,10.00,1,10,2.66,
15473,15473,77,340,77,340,449.09,457.70,8.61,1,1,10.00,1,0,3.68,
15474,15474,104,205,104,205,449.09,460.90,11.81,1,1,10.00,1,5,5.79,
15475,15475,57,225,57,225,449.09,460.60,11.51,1,1,10.00,1,10,3.49,
15476,15476,57,192,57,192,449.09,459.40,10.31,1,1,10.00,1,5,3.50,
15477,15477,16,167,16,167,449.09,455.20,6.11,1,1,10.00,1,0,0.89,
15478,15478,77,270,77,270,449.09,455.70,6.61,1,1,10.00,1,15,3.14,
15479,15479,57,123,57,123,449.09,457.10,8.01,1,1,10.00,1,10,3.92,
15480,15480,16,282,16,282,449.09,454.50,5.41,1,1,10.00,1,0,1.66,
15481,15481,104,337,104,337,449.09,460.70,11.61,1,1,10.00,1,10,5.54,
15482,15482,104,288,104,288,449.09,456.40,7.31,1,1,10.00,1,15,4.05,
15483,15483,104,397,104,397,449.09,460.30,11.21,1,1,10.00,1,15,5.18,
15484,15484,16,197,16,197,449.09,454.30,5.21,1,1,10.00,1,15,2.12,
15485,15485,92,342,92,342,449.09,458.10,9.01,1,1,10.00,1,5,4.17,
15486,15486,77,168,77,168,449.09,457.60,8.51,1,1,10.00,1,15,4.29,
15487,15487,57,94,57,94,449.15,484.00,34.85,1,1,10.00,1,0,3.37,
15488,15488,77,94,77,94,449.15,484.10,34.95,1,1,10.00,1,10,3.31,
15489,15489,16,94,16,94,449.15,485.00,35.85,1,1,10.00,1,15,3.96,
15490,15490,92,94,92,94,449.15,476.20,27.05,1,1,10.00,1,10,0.56,
15491,15491,104,94,104,94,449.15,480.70,31.55,1,1,10.00,1,15,1.68,
15492,15492,57,94,57,94,449.22,483.20,33.98,1,1,10.00,1,0,3.98,
15493,15493,16,94,16,94,449.22,483.80,34.58,1,1,10.00,1,5,4.21,
15494,15494,92,94,92,94,449.22,476.20,26.98,1,1,10.00,1,5,0.56,
15495,15495,104,94,104,94,449.22,480.80,31.58,1,1,10.00,1,0,1.68,
15496,15496,77,94,77,94,449.22,483.30,34.08,1,1,10.00,1,0,3.92,
15497,15497,16,486,16,486,449.25,455.10,5.85,1,1,10.00,1,0,2.59,
15498,15498,57,94,57,94,449.30,483.30,34.00,1,1,10.00,1,5,3.98,
15499,15499,16,94,16,94,449.30,483.80,34.50,1,1,10.00,1,5,4.21,
15500,15500,77,94,77,94,449.30,484.10,34.80,1,1,10.00,1,0,3.31,
15501,15501,104,94,104,94,449.30,480.80,31.50,1,1,10.00,1,10,1.68,
15502,15502,92,94,92,94,449.30,476.30,27.00,1,1,10.00,1,10,0.56,
15503,15503,92,500,92,500,449.32,458.10,8.78,1,1,10.00,1,10,3.70,
15504,15504,77,94,77,94,449.38,483.40,34.02,1,1,10.00,1,10,3.92,
15505,15505,16,94,16,94,449.38,483.80,34.42,1,1,10.00,1,5,4.21,
15506,15506,57,94,57,94,449.38,483.30,33.92,1,1,10.00,1,0,3.98,
15507,15507,92,94,92,94,449.38,476.30,26.92,1,1,10.00,1,0,0.56,
15508,15508,104,94,104,94,449.38,481.00,31.62,1,1,10.00,1,10,1.68,
15509,15509,77,126,77,126,449.39,457.20,7.81,1,1,10.00,1,5,4.17,
15510,15510,77,125,77,125,449.39,459.00,9.61,1,1,10.00,1,0,4.33,
15511,15511,104,124,104,124,449.39,458.20,8.81,1,1,10.00,1,0,5.71,
15512,15512,104,125,104,125,449.39,463.10,13.71,1,1,10.00,1,10,5.85,
15513,15513,92,128,92,128,449.39,466.70,17.31,1,1,10.00,1,10,3.62,
15514,15514,77,127,77,127,449.39,458.90,9.51,1,1,10.00,1,5,4.26,
15515,15515,57,128,57,128,449.39,458.50,9.11,1,1,10.00,1,0,3.97,
15516,15516,77,124,77,124,449.39,457.00,7.61,1,1,10.00,1,0,4.04,
15517,15517,77,129,77,129,449.39,458.70,9.31,1,1,10.00,1,5,4.13,
15518,15518,57,124,57,124,449.39,457.20,7.81,1,1,10.00,1,0,3.99,
15519,15519,92,127,92,127,449.39,466.60,17.21,1,1,10.00,1,10,3.56,
15520,15520,104,127,104,127,449.39,459.60,10.21,1,1,10.00,1,10,5.88,
15521,15521,57,126,57,126,449.39,457.50,8.11,1,1,10.00,1,5,4.11,
15522,15522,77,128,77,128,449.39,458.70,9.31,1,1,10.00,1,10,4.07,
15523,15523,104,130,104,130,449.39,459.20,9.81,1,1,10.00,1,0,5.57,
15524,15524,57,125,57,125,449.39,458.90,9.51,1,1,10.00,1,15,4.25,
15525,15525,92,129,92,129,449.39,459.20,9.81,1,1,10.00,1,10,4.64,
15526,15526,92,126,92,126,449.39,466.50,17.11,1,1,10.00,1,15,3.50,
15527,15527,104,129,104,129,449.39,459.60,10.21,1,1,10.00,1,0,5.62,
15528,15528,57,127,57,127,449.39,457.60,8.21,1,1,10.00,1,15,4.17,
15529,15529,57,129,57,129,449.39,457.90,8.51,1,1,10.00,1,15,4.30,
15530,15530,16,125,16,125,449.39,455.40,6.01,1,1,10.00,1,0,1.02,
15531,15531,104,128,104,128,449.39,459.50,10.11,1,1,10.00,1,15,5.56,
15532,15532,16,126,16,126,449.39,455.10,5.71,1,1,10.00,1,5,0.83,
15533,15533,16,130,16,130,449.39,454.60,5.21,1,1,10.00,1,10,0.58,
15534,15534,104,126,104,126,449.39,459.40,10.01,1,1,10.00,1,5,5.63,
15535,15535,16,129,16,129,449.39,455.00,5.61,1,1,10.00,1,5,0.77,
15536,15536,77,130,77,130,449.39,458.40,9.01,1,1,10.00,1,0,3.95,
15537,15537,92,125,92,125,449.39,457.90,8.51,1,1,10.00,1,0,4.61,
15538,15538,57,130,57,130,449.39,458.20,8.81,1,1,10.00,1,5,3.84,
15539,15539,16,128,16,128,449.39,454.90,5.51,1,1,10.00,1,15,0.71,
15540,15540,92,124,92,124,449.39,459.50,10.11,1,1,10.00,1,5,4.78,
15541,15541,92,130,92,130,449.39,467.00,17.61,1,1,10.00,1,5,3.75,
15542,15542,16,124,16,124,449.39,453.60,4.21,1,1,10.00,1,15,1.00,
15543,15543,16,127,16,127,449.39,454.00,4.61,1,1,10.00,1,10,1.19,
15544,15544,92,94,92,94,449.45,476.40,26.95,1,1,10.00,1,5,0.56,
15545,15545,104,94,104,94,449.45,481.00,31.55,1,1,10.00,1,10,1.68,
15546,15546,57,94,57,94,449.45,484.10,34.65,1,1,10.00,1,15,3.37,
15547,15547,77,94,77,94,449.45,483.50,34.05,1,1,10.00,1,5,3.92,
15548,15548,16,94,16,94,449.45,485.70,36.25,1,1,10.00,1,5,3.96,
15549,15549,24,94,24,94,449.51,483.10,33.59,1,1,10.00,1,5,4.25,
15550,15550,104,501,104,501,449.51,458.30,8.79,1,1,10.00,1,5,3.78,
15551,15551,104,94,104,94,449.53,481.00,31.47,1,1,10.00,1,10,1.68,
15552,15552,57,94,57,94,449.53,484.60,35.07,1,1,10.00,1,5,3.37,
15553,15553,16,94,16,94,449.53,485.70,36.17,1,1,10.00,1,15,3.96,
15554,15554,77,94,77,94,449.53,485.00,35.47,1,1,10.00,1,0,3.31,
15555,15555,92,94,92,94,449.53,476.40,26.87,1,1,10.00,1,15,0.56,
15556,15556,57,94,57,94,449.60,483.40,33.80,1,1,10.00,1,0,3.98,
15557,15557,104,94,104,94,449.60,481.10,31.50,1,1,10.00,1,15,1.68,
15558,15558,16,94,16,94,449.60,484.80,35.20,1,1,10.00,1,10,4.21,
15559,15559,92,94,92,94,449.60,476.50,26.90,1,1,10.00,1,10,0.56,
15560,15560,77,94,77,94,449.60,483.50,33.90,1,1,10.00,1,10,3.92,
15561,15561,92,94,92,94,449.68,476.50,26.82,1,1,10.00,1,5,0.56,
15562,15562,77,94,77,94,449.68,485.00,35.32,1,1,10.00,1,10,3.31,
15563,15563,57,94,57,94,449.68,484.60,34.92,1,1,10.00,1,10,3.37,
15564,15564,16,94,16,94,449.68,486.30,36.62,1,1,10.00,1,10,3.96,
15565,15565,104,94,104,94,449.68,481.10,31.42,1,1,10.00,1,5,1.68,
15566,15566,24,166,24,166,449.69,453.60,3.91,1,1,10.00,1,15,1.73,
15567,15567,92,94,92,94,449.75,476.50,26.75,1,1,10.00,1,10,0.56,
15568,15568,16,94,16,94,449.75,486.30,36.55,1,1,10.00,1,5,3.96,
15569,15569,57,94,57,94,449.75,484.70,34.95,1,1,10.00,1,0,3.37,
15570,15570,77,94,77,94,449.75,483.80,34.05,1,1,10.00,1,5,3.92,
15571,15571,104,94,104,94,449.75,481.10,31.35,1,1,10.00,1,0,1.68,
15572,15572,24,192,24,192,449.76,453.50,3.74,1,1,10.00,1,5,1.82,
15573,15573,57,481,57,481,449.77,455.60,5.83,1,1,10.00,1,10,2.30,
15574,15574,77,94,77,94,449.83,483.90,34.07,1,1,10.00,1,5,3.92,
15575,15575,16,94,16,94,449.83,486.40,36.57,1,1,10.00,1,10,3.96,
15576,15576,57,94,57,94,449.83,484.70,34.87,1,1,10.00,1,0,3.37,
15577,15577,104,94,104,94,449.83,481.20,31.37,1,1,10.00,1,15,1.68,
15578,15578,92,94,92,94,449.83,476.60,26.77,1,1,10.00,1,5,0.56,
15579,15579,77,94,77,94,449.91,483.90,33.99,1,1,10.00,1,15,3.92,
15580,15580,16,94,16,94,449.91,486.40,36.49,1,1,10.00,1,5,3.96,
15581,15581,57,94,57,94,449.91,483.40,33.49,1,1,10.00,1,0,3.98,
15582,15582,104,94,104,94,449.91,481.20,31.29,1,1,10.00,1,10,1.68,
15583,15583,92,94,92,94,449.91,476.60,26.69,1,1,10.00,1,0,0.56,
15584,15584,77,94,77,94,449.98,483.90,33.92,1,1,10.00,1,10,3.92,
15585,15585,57,94,57,94,449.98,483.50,33.52,1,1,10.00,1,5,3.98,
15586,15586,104,94,104,94,449.98,481.20,31.22,1,1,10.00,1,10,1.68,
15587,15587,16,94,16,94,449.98,486.40,36.42,1,1,10.00,1,5,3.96,
15588,15588,92,94,92,94,449.98,476.90,26.92,1,1,10.00,1,5,0.56,
15589,15589,104,88,104,88,450.00,454.40,4.40,1,1,10.00,1,15,1.56,
15590,15590,16,88,16,88,450.00,458.40,8.40,1,1,10.00,1,10,4.91,
15591,15591,77,59,77,59,450.00,453.70,3.70,1,1,10.00,1,10,1.47,
15592,15592,57,88,57,88,450.00,455.40,5.40,1,1,10.00,1,5,2.66,
15593,15593,57,59,57,59,450.00,453.80,3.80,1,1,10.00,1,0,1.53,
15594,15594,77,88,77,88,450.00,455.60,5.60,1,1,10.00,1,15,2.60,
15595,15595,92,88,92,88,450.00,454.20,4.20,1,1,10.00,1,10,1.56,
15596,15596,16,59,16,59,450.00,456.60,6.60,1,1,10.00,1,15,3.33,
15597,15597,104,59,104,59,450.00,456.60,6.60,1,1,10.00,1,10,2.92,
15598,15598,92,59,92,59,450.00,457.00,7.00,1,1,10.00,1,0,4.01,
15599,15599,77,94,77,94,450.06,484.00,33.94,1,1,10.00,1,15,3.92,
15600,15600,92,94,92,94,450.06,477.00,26.94,1,1,10.00,1,15,0.56,
15601,15601,16,94,16,94,450.06,486.50,36.44,1,1,10.00,1,5,3.96,
15602,15602,57,94,57,94,450.06,484.40,34.34,1,1,10.00,1,10,3.98,
15603,15603,104,94,104,94,450.06,482.60,32.54,1,1,10.00,1,0,1.81,
15604,15604,77,94,77,94,450.13,484.00,33.87,1,1,10.00,1,15,3.92,
15605,15605,16,94,16,94,450.13,484.90,34.77,1,1,10.00,1,5,4.21,
15606,15606,104,94,104,94,450.13,481.30,31.17,1,1,10.00,1,5,1.68,
15607,15607,92,94,92,94,450.13,477.00,26.87,1,1,10.00,1,15,0.56,
15608,15608,57,94,57,94,450.13,484.40,34.27,1,1,10.00,1,0,3.98,
15609,15609,57,94,57,94,450.21,484.40,34.19,1,1,10.00,1,5,3.98,
15610,15610,16,94,16,94,450.21,484.90,34.69,1,1,10.00,1,15,4.21,
15611,15611,77,94,77,94,450.21,484.30,34.09,1,1,10.00,1,10,3.92,
15612,15612,92,94,92,94,450.21,477.00,26.79,1,1,10.00,1,5,0.56,
15613,15613,104,94,104,94,450.21,481.30,31.09,1,1,10.00,1,0,1.68,
15614,15614,16,94,16,94,450.28,484.90,34.62,1,1,10.00,1,5,4.21,
15615,15615,57,94,57,94,450.28,485.00,34.72,1,1,10.00,1,5,3.98,
15616,15616,92,94,92,94,450.28,477.10,26.82,1,1,10.00,1,15,0.56,
15617,15617,104,94,104,94,450.28,481.90,31.62,1,1,10.00,1,15,1.68,
15618,15618,77,94,77,94,450.28,485.90,35.62,1,1,10.00,1,10,3.92,
15619,15619,16,94,16,94,450.36,486.50,36.14,1,1,10.00,1,10,3.96,
15620,15620,77,94,77,94,450.36,485.90,35.54,1,1,10.00,1,15,3.92,
15621,15621,104,94,104,94,450.36,481.90,31.54,1,1,10.00,1,5,1.68,
15622,15622,92,94,92,94,450.36,477.10,26.74,1,1,10.00,1,15,0.56,
15623,15623,57,94,57,94,450.36,485.10,34.74,1,1,10.00,1,15,3.98,
15624,15624,24,267,24,267,450.39,453.90,3.51,1,1,10.00,1,0,1.48,
15625,15625,92,94,92,94,450.44,477.30,26.86,1,1,10.00,1,15,0.56,
15626,15626,57,94,57,94,450.44,485.10,34.66,1,1,10.00,1,15,3.98,
15627,15627,77,94,77,94,450.44,486.10,35.66,1,1,10.00,1,10,3.92,
15628,15628,104,94,104,94,450.44,482.00,31.56,1,1,10.00,1,10,1.68,
15629,15629,16,94,16,94,450.44,485.60,35.16,1,1,10.00,1,5,4.21,
15630,15630,24,405,24,405,450.49,452.80,2.31,1,1,10.00,1,10,0.75,
15631,15631,77,94,77,94,450.51,486.10,35.59,1,1,10.00,1,5,3.92,
15632,15632,57,94,57,94,450.51,485.10,34.59,1,1,10.00,1,10,3.98,
15633,15633,92,94,92,94,450.51,477.30,26.79,1,1,10.00,1,10,0.56,
15634,15634,104,94,104,94,450.51,482.00,31.49,1,1,10.00,1,10,1.68,
15635,15635,16,94,16,94,450.51,486.60,36.09,1,1,10.00,1,10,3.96,
15636,15636,77,94,77,94,450.59,486.20,35.61,1,1,10.00,1,5,3.92,
15637,15637,92,94,92,94,450.59,477.30,26.71,1,1,10.00,1,10,0.56,
15638,15638,104,94,104,94,450.59,482.00,31.41,1,1,10.00,1,0,1.68,
15639,15639,16,94,16,94,450.59,486.60,36.01,1,1,10.00,1,0,3.96,
15640,15640,57,94,57,94,450.59,485.20,34.61,1,1,10.00,1,10,3.98,
15641,15641,57,94,57,94,450.66,485.20,34.54,1,1,10.00,1,15,3.98,
15642,15642,104,94,104,94,450.66,482.00,31.34,1,1,10.00,1,0,1.68,
15643,15643,92,94,92,94,450.66,477.50,26.84,1,1,10.00,1,10,0.56,
15644,15644,77,94,77,94,450.66,486.20,35.54,1,1,10.00,1,0,3.92,
15645,15645,16,94,16,94,450.66,486.60,35.94,1,1,10.00,1,15,3.96,
15646,15646,77,94,77,94,450.74,486.20,35.46,1,1,10.00,1,10,3.92,
15647,15647,57,94,57,94,450.74,485.30,34.56,1,1,10.00,1,5,3.37,
15648,15648,92,94,92,94,450.74,477.50,26.76,1,1,10.00,1,10,0.56,
15649,15649,104,94,104,94,450.74,482.10,31.36,1,1,10.00,1,15,1.68,
15650,15650,16,94,16,94,450.74,486.70,35.96,1,1,10.00,1,0,3.96,
15651,15651,77,94,77,94,450.81,485.50,34.69,1,1,10.00,1,15,3.31,
15652,15652,57,94,57,94,450.81,485.40,34.59,1,1,10.00,1,5,3.37,
15653,15653,16,94,16,94,450.81,486.70,35.89,1,1,10.00,1,0,3.96,
15654,15654,92,94,92,94,450.81,477.50,26.69,1,1,10.00,1,0,0.56,
15655,15655,104,94,104,94,450.81,482.20,31.39,1,1,10.00,1,0,1.68,
15656,15656,77,94,77,94,450.89,485.50,34.61,1,1,10.00,1,10,3.31,
15657,15657,57,94,57,94,450.89,485.80,34.91,1,1,10.00,1,0,3.98,
15658,15658,16,94,16,94,450.89,486.90,36.01,1,1,10.00,1,15,3.96,
15659,15659,92,94,92,94,450.89,477.70,26.81,1,1,10.00,1,15,0.56,
15660,15660,104,94,104,94,450.89,482.20,31.31,1,1,10.00,1,15,1.68,
15661,15661,16,94,16,94,450.97,485.60,34.63,1,1,10.00,1,5,4.21,
15662,15662,57,94,57,94,450.97,485.80,34.83,1,1,10.00,1,5,3.98,
15663,15663,92,94,92,94,450.97,477.70,26.73,1,1,10.00,1,5,0.56,
15664,15664,77,94,77,94,450.97,486.20,35.23,1,1,10.00,1,0,3.92,
15665,15665,104,94,104,94,450.97,482.20,31.23,1,1,10.00,1,10,1.68,
15666,15666,24,285,24,285,451.01,463.10,12.10,1,1,10.00,1,5,1.72,
15667,15667,57,94,57,94,451.04,485.80,34.76,1,1,10.00,1,10,3.98,
15668,15668,92,94,92,94,451.04,477.70,26.66,1,1,10.00,1,10,0.56,
15669,15669,77,94,77,94,451.04,486.70,35.66,1,1,10.00,1,5,3.92,
15670,15670,16,94,16,94,451.04,485.60,34.56,1,1,10.00,1,15,4.21,
15671,15671,104,94,104,94,451.04,482.60,31.56,1,1,10.00,1,0,1.81,
15672,15672,77,500,77,500,451.07,457.60,6.53,1,1,10.00,1,15,2.32,
15673,15673,92,466,92,466,451.11,455.90,4.79,1,1,10.00,1,0,3.08,
15674,15674,104,466,104,466,451.11,459.80,8.69,1,1,10.00,1,0,5.19,
15675,15675,57,466,57,466,451.11,459.30,8.19,1,1,10.00,1,0,3.16,
15676,15676,77,466,77,466,451.11,459.00,7.89,1,1,10.00,1,5,3.22,
15677,15677,16,466,16,466,451.11,456.00,4.89,1,1,10.00,1,10,0.93,
15678,15678,104,94,104,94,451.12,482.30,31.18,1,1,10.00,1,0,1.68,
15679,15679,77,94,77,94,451.12,486.80,35.68,1,1,10.00,1,15,3.92,
15680,15680,57,94,57,94,451.12,485.40,34.28,1,1,10.00,1,15,3.37,
15681,15681,16,94,16,94,451.12,485.70,34.58,1,1,10.00,1,0,4.21,
15682,15682,92,94,92,94,451.12,477.80,26.68,1,1,10.00,1,15,0.56,
15683,15683,77,497,77,497,451.13,455.10,3.97,1,1,10.00,1,10,1.84,
15684,15684,57,94,57,94,451.19,485.90,34.71,1,1,10.00,1,15,3.98,
15685,15685,77,94,77,94,451.19,486.80,35.61,1,1,10.00,1,10,3.92,
15686,15686,104,94,104,94,451.19,482.30,31.11,1,1,10.00,1,10,1.68,
15687,15687,16,94,16,94,451.19,486.90,35.71,1,1,10.00,1,10,3.96,
15688,15688,92,94,92,94,451.19,477.90,26.71,1,1,10.00,1,5,0.56,
15689,15689,92,94,92,94,451.27,477.90,26.63,1,1,10.00,1,0,0.56,
15690,15690,77,94,77,94,451.27,486.90,35.63,1,1,10.00,1,0,3.92,
15691,15691,57,94,57,94,451.27,485.40,34.13,1,1,10.00,1,10,3.37,
15692,15692,104,94,104,94,451.27,482.40,31.13,1,1,10.00,1,0,1.68,
15693,15693,16,94,16,94,451.27,487.00,35.73,1,1,10.00,1,15,3.96,
15694,15694,92,94,92,94,451.34,477.90,26.56,1,1,10.00,1,5,0.56,
15695,15695,57,94,57,94,451.34,486.80,35.46,1,1,10.00,1,10,3.98,
15696,15696,77,94,77,94,451.34,487.10,35.76,1,1,10.00,1,10,3.92,
15697,15697,16,94,16,94,451.34,487.00,35.66,1,1,10.00,1,10,3.96,
15698,15698,104,94,104,94,451.34,482.50,31.16,1,1,10.00,1,5,1.68,
15699,15699,77,94,77,94,451.42,487.20,35.78,1,1,10.00,1,10,3.92,
15700,15700,92,94,92,94,451.42,478.30,26.88,1,1,10.00,1,0,0.56,
15701,15701,104,94,104,94,451.42,482.60,31.18,1,1,10.00,1,10,1.68,
15702,15702,16,94,16,94,451.42,486.50,35.08,1,1,10.00,1,0,4.21,
15703,15703,57,94,57,94,451.42,486.80,35.38,1,1,10.00,1,5,3.98,
15704,15704,77,132,77,132,451.46,458.00,6.54,1,1,10.00,1,5,3.77,
15705,15705,24,94,24,94,451.48,487.60,36.12,1,1,10.00,1,0,4.25,
15706,15706,104,94,104,94,451.50,482.70,31.20,1,1,10.00,1,15,1.68,
15707,15707,77,94,77,94,451.50,487.20,35.70,1,1,10.00,1,0,3.92,
15708,15708,92,94,92,94,451.50,478.80,27.30,1,1,10.00,1,10,0.56,
15709,15709,16,94,16,94,451.50,487.00,35.50,1,1,10.00,1,10,3.96,
15710,15710,57,94,57,94,451.50,487.20,35.70,1,1,10.00,1,0,3.98,
15711,15711,24,385,24,385,451.52,454.40,2.88,1,1,10.00,1,0,0.93,
15712,15712,24,161,24,161,451.56,455.70,4.14,1,1,10.00,1,5,1.68,
15713,15713,57,94,57,94,451.57,487.30,35.73,1,1,10.00,1,5,3.98,
15714,15714,104,94,104,94,451.57,482.70,31.13,1,1,10.00,1,15,1.68,
15715,15715,77,94,77,94,451.57,486.10,34.53,1,1,10.00,1,0,3.31,
15716,15716,16,94,16,94,451.57,487.10,35.53,1,1,10.00,1,10,3.96,
15717,15717,92,94,92,94,451.57,478.90,27.33,1,1,10.00,1,0,0.56,
15718,15718,16,88,16,88,451.58,458.60,7.02,1,1,10.00,1,15,5.16,
15719,15719,104,88,104,88,451.58,454.90,3.32,1,1,10.00,1,5,1.56,
15720,15720,57,59,57,59,451.58,454.30,2.72,1,1,10.00,1,0,1.53,
15721,15721,77,59,77,59,451.58,454.20,2.62,1,1,10.00,1,5,1.47,
15722,15722,92,59,92,59,451.58,457.10,5.52,1,1,10.00,1,10,4.01,
15723,15723,104,59,104,59,451.58,456.70,5.12,1,1,10.00,1,5,2.92,
15724,15724,16,59,16,59,451.58,456.80,5.22,1,1,10.00,1,5,3.33,
15725,15725,77,88,77,88,451.58,455.80,4.22,1,1,10.00,1,5,2.60,
15726,15726,92,88,92,88,451.58,454.80,3.22,1,1,10.00,1,5,1.56,
15727,15727,57,88,57,88,451.58,455.80,4.22,1,1,10.00,1,10,2.66,
15728,15728,77,94,77,94,451.65,487.30,35.65,1,1,10.00,1,10,3.92,
15729,15729,104,94,104,94,451.65,482.80,31.15,1,1,10.00,1,10,1.68,
15730,15730,16,94,16,94,451.65,487.10,35.45,1,1,10.00,1,0,3.96,
15731,15731,57,94,57,94,451.65,487.30,35.65,1,1,10.00,1,0,3.98,
15732,15732,92,94,92,94,451.65,479.10,27.45,1,1,10.00,1,5,0.56,
15733,15733,24,248,24,248,451.68,454.80,3.12,1,1,10.00,1,0,1.37,
15734,15734,24,336,24,336,451.69,455.20,3.51,1,1,10.00,1,15,1.31,
15735,15735,16,94,16,94,451.72,487.10,35.38,1,1,10.00,1,0,4.21,
15736,15736,57,94,57,94,451.72,487.40,35.68,1,1,10.00,1,10,3.98,
15737,15737,77,94,77,94,451.72,487.40,35.68,1,1,10.00,1,5,3.92,
15738,15738,104,94,104,94,451.72,482.80,31.08,1,1,10.00,1,10,1.68,
15739,15739,92,94,92,94,451.72,479.40,27.68,1,1,10.00,1,10,0.56,
15740,15740,92,1,92,1,451.77,467.50,15.73,1,1,10.00,1,10,3.67,
15741,15741,77,132,77,132,451.77,458.30,6.53,1,1,10.00,1,10,3.82,
15742,15742,16,94,16,94,451.80,487.80,36.00,1,1,10.00,1,15,4.21,
15743,15743,77,94,77,94,451.80,487.40,35.60,1,1,10.00,1,10,3.92,
15744,15744,57,94,57,94,451.80,487.40,35.60,1,1,10.00,1,5,3.98,
15745,15745,92,94,92,94,451.80,479.90,28.10,1,1,10.00,1,15,0.56,
15746,15746,104,94,104,94,451.80,482.80,31.00,1,1,10.00,1,0,1.68,
15747,15747,104,477,104,477,451.82,458.30,6.48,1,1,10.00,1,5,4.77,
15748,15748,24,393,24,393,451.83,454.10,2.27,1,1,10.00,1,10,0.74,
15749,15749,57,127,57,127,451.84,457.80,5.96,1,1,10.00,1,5,4.17,
15750,15750,104,125,104,125,451.84,459.00,7.16,1,1,10.00,1,15,5.78,
15751,15751,92,129,92,129,451.84,459.50,7.66,1,1,10.00,1,15,4.64,
15752,15752,77,127,77,127,451.84,459.20,7.36,1,1,10.00,1,0,4.21,
15753,15753,77,124,77,124,451.84,457.60,5.76,1,1,10.00,1,5,4.04,
15754,15754,92,128,92,128,451.84,459.20,7.36,1,1,10.00,1,0,4.53,
15755,15755,57,128,57,128,451.84,457.90,6.06,1,1,10.00,1,10,4.23,
15756,15756,16,124,16,124,451.84,453.80,1.96,1,1,10.00,1,0,0.98,
15757,15757,16,127,16,127,451.84,455.80,3.96,1,1,10.00,1,0,0.89,
15758,15758,92,130,92,130,451.84,459.10,7.26,1,1,10.00,1,15,4.45,
15759,15759,77,126,77,126,451.84,459.40,7.56,1,1,10.00,1,5,4.18,
15760,15760,57,125,57,125,451.84,458.60,6.76,1,1,10.00,1,0,4.25,
15761,15761,104,130,104,130,451.84,459.40,7.56,1,1,10.00,1,10,5.44,
15762,15762,77,125,77,125,451.84,457.80,5.96,1,1,10.00,1,0,4.10,
15763,15763,104,129,104,129,451.84,460.30,8.46,1,1,10.00,1,5,5.76,
15764,15764,92,124,92,124,451.84,458.20,6.36,1,1,10.00,1,0,4.55,
15765,15765,77,129,77,129,451.84,458.30,6.46,1,1,10.00,1,0,4.35,
15766,15766,57,130,57,130,451.84,458.60,6.76,1,1,10.00,1,15,3.89,
15767,15767,57,129,57,129,451.84,459.10,7.26,1,1,10.00,1,0,4.27,
15768,15768,92,127,92,127,451.84,459.60,7.76,1,1,10.00,1,10,4.71,
15769,15769,104,128,104,128,451.84,459.10,7.26,1,1,10.00,1,0,5.78,
15770,15770,77,130,77,130,451.84,458.70,6.86,1,1,10.00,1,0,3.95,
15771,15771,57,126,57,126,451.84,459.00,7.16,1,1,10.00,1,15,4.28,
15772,15772,77,128,77,128,451.84,458.80,6.96,1,1,10.00,1,0,4.02,
15773,15773,16,125,16,125,451.84,453.90,2.06,1,1,10.00,1,10,1.04,
15774,15774,104,127,104,127,451.84,459.00,7.16,1,1,10.00,1,0,5.72,
15775,15775,16,129,16,129,451.84,455.50,3.66,1,1,10.00,1,15,0.77,
15776,15776,16,130,16,130,451.84,455.10,3.26,1,1,10.00,1,15,0.58,
15777,15777,57,124,57,124,451.84,457.40,5.56,1,1,10.00,1,15,3.99,
15778,15778,92,126,92,126,451.84,457.40,5.56,1,1,10.00,1,10,3.62,
15779,15779,16,128,16,128,451.84,455.40,3.56,1,1,10.00,1,5,0.71,
15780,15780,104,124,104,124,451.84,467.80,15.96,1,1,10.00,1,15,4.36,
15781,15781,16,126,16,126,451.84,454.30,2.46,1,1,10.00,1,5,1.12,
15782,15782,104,126,104,126,451.84,468.10,16.26,1,1,10.00,1,15,4.48,
15783,15783,92,125,92,125,451.84,458.30,6.46,1,1,10.00,1,10,4.61,
15784,15784,57,94,57,94,451.87,488.00,36.13,1,1,10.00,1,0,3.98,
15785,15785,77,94,77,94,451.87,488.00,36.13,1,1,10.00,1,0,3.92,
15786,15786,16,94,16,94,451.87,487.70,35.83,1,1,10.00,1,15,3.96,
15787,15787,104,94,104,94,451.87,482.90,31.03,1,1,10.00,1,15,1.68,
15788,15788,92,94,92,94,451.87,480.00,28.13,1,1,10.00,1,10,0.56,
15789,15789,16,94,16,94,451.95,487.70,35.75,1,1,10.00,1,5,3.96,
