link_id,NT,EM,LM,EA,EV
427,1.30060165995,3.13826384492,37.5268623818,79.8830649216,14.8253018703
428,1.81580501531,47.735655669,53.0049455126,29.5888923096,2.57941655674
429,1.30060165995,3.13826384492,37.5268623818,79.8830649216,14.8253018703
430,7.26322006126,190.942622676,212.019782051,118.355569238,10.317666227
431,7.15330912972,17.2604511471,206.3977431,439.35685707,81.539160287
432,7.26322006126,190.942622676,212.019782051,118.355569238,10.317666227
433,10.269715805,68.1343706611,296.929550995,548.828814301,98.9438787142
434,15.4343426302,405.753073187,450.542036859,251.505584632,21.9250407323
435,10.4048132796,25.1061107594,300.214899055,639.064519374,118.602414963
436,15.4343426302,405.753073187,450.542036859,251.505584632,21.9250407323
437,13.9139191071,55.2504662838,401.771096575,813.625095373,149.542726982
438,24.5133677068,644.431351532,715.566764423,399.45004618,34.8221235161
439,1139.9840042,151.313221839,611.506061975,1832.13069232,5124.0205991
440,24.7114315391,59.6270130539,713.010385256,1517.77823352,281.680735538
441,34.5002952911,906.977457713,1007.09396475,562.188953882,49.0089145782
442,17.9382282901,129.992213633,518.805377227,937.89149876,168.237153688
443,18.1580501532,477.356556691,530.049455129,295.888923096,25.7941655675
444,12.7358216503,117.439158253,368.697927699,618.359239072,108.935946206
445,18.1580501532,477.356556691,530.049455129,295.888923096,25.7941655675
446,16.0972367317,298.966989394,468.137122605,497.065613545,74.7777068221
447,8.83401667044,108.024366718,256.117340553,378.710044307,64.4600405951
448,18.4282451024,391.300036888,536.620151249,476.360333243,65.1112380652
449,11.4352199903,114.300894408,331.171065317,538.476174151,94.1106443359
450,36.3161003064,954.713113382,1060.09891026,591.777846192,51.588331135
451,26.012033199,62.7652768988,750.537247638,1597.66129844,296.506037408
452,43.5793203677,1145.65573606,1272.11869231,710.13341543,61.905997362
453,28.6132365189,69.0418045887,825.590972402,1757.42742828,326.156641149
454,67.1847855668,1766.21925976,1961.18298398,1094.78901546,95.4384125997
455,46.8216597582,112.977498418,1350.96704575,2875.79033719,533.710867334
456,81.7112256894,2148.10450511,2385.22254808,1331.50015393,116.073745054
457,53.324668058,128.668817643,1538.60135766,3275.2056618,607.837376686
458,23.6054651992,620.563523698,689.064291668,384.655600025,33.5324152378
459,24.7114315391,59.6270130539,713.010385256,1517.77823352,281.680735538
460,42.599286743,623.040089548,1236.48914427,1633.19574647,268.157828607
461,61.2977267947,928.283606632,1779.67999163,2290.02748985,372.58613917
462,36.0962784433,607.348770324,1048.85483236,1233.78042186,194.031319255
463,59.2369133732,749.894039336,1717.76765911,2491.2041803,421.569680425
464,42.8191086062,970.404432607,1247.73322217,991.193170802,125.714840487
465,51.2134815504,383.700113208,1481.36240692,2653.90836644,475.060857323
466,40.2179052863,964.127904917,1172.6794974,831.427040958,96.0642367462
467,56.4158881902,396.253168587,1631.46985644,2973.44062612,534.362064805
468,58.1057604902,1527.54098141,1696.15825641,946.844553907,82.541329816
469,66.3306846575,160.051456092,1913.86998148,4074.03631102,756.09039539
470,78.0796156588,2052.63319377,2279.21265705,1272.32236931,110.91491194
471,66.3306846575,160.051456092,1913.86998148,4074.03631102,756.09039539
472,87.1586407354,2291.31147212,2544.23738462,1420.26683086,123.811994724
473,96.2445228363,232.231524526,2776.98781626,5911.34680422,1097.07233841
474,91.6981532736,2410.65061129,2676.7497484,1494.23906163,130.260536116
475,96.2445228363,232.231524526,2776.98781626,5911.34680422,1097.07233841
476,96.2376658119,2529.98975046,2809.26211218,1568.21129241,136.709077508
477,33.1653423287,80.0257280459,956.934990738,2037.01815551,378.045197695
478,0.0,0.0,0.0,0.0,0.0
479,3.90180497985,9.41479153482,112.580587146,239.649194766,44.4759056112
480,3.90180497985,9.41479153482,112.580587146,239.649194766,44.4759056112
481,3.63161003064,95.4713113382,106.009891026,59.1777846192,5.1588331135
482,0.0,0.0,0.0,0.0,0.0
483,0.0,0.0,0.0,0.0,0.0
484,0.0,0.0,0.0,0.0,0.0
485,5.44741504596,143.206967007,159.014836539,88.7666769288,7.73824967025
486,5.44741504596,143.206967007,159.014836539,88.7666769288,7.73824967025
487,14.5264401226,381.885245353,424.039564103,236.711138477,20.635332454
488,18.2084232393,43.9356938292,525.376073347,1118.36290891,207.554226186
489,20.7844400162,266.92265295,602.766489002,866.892045845,146.324799617
490,13.5212199549,75.9800302736,390.74670695,748.536476607,136.00713339
491,16.0972367317,298.966989394,468.137122605,497.065613545,74.7777068221
492,16.0972367317,298.966989394,468.137122605,497.065613545,74.7777068221
493,19.9738551685,525.09221236,583.054400642,325.477815406,28.3735821243
494,19.9738551685,525.09221236,583.054400642,325.477815406,28.3735821243
495,57.0721533887,792.907341711,901.564874508,670.464115778,320.678478559
496,57.0721533887,792.907341711,901.564874508,670.464115778,320.678478559
497,0.0,0.0,0.0,0.0,0.0
498,473.649269214,103.127220431,754.029581624,1817.26488324,2250.86171253
499,471.210641101,97.2429757214,683.666714658,1667.48413651,2223.06427152
500,11.7054149396,28.2443746045,337.741761437,718.947584297,133.427716834
501,5.2024066398,12.5530553798,150.107449528,319.532259688,59.3012074816
502,1.30060165995,3.13826384494,37.5268623819,79.8830649219,14.8253018704
503,0.0,0.0,0.0,0.0,0.0
504,0.0,0.0,0.0,0.0,0.0
505,3.63161003064,95.4713113382,106.009891026,59.1777846192,5.1588331135
506,7.26322006128,190.942622676,212.019782052,118.355569238,10.317666227
507,12.7106351072,334.149589684,371.03461859,207.122246167,18.0559158973
508,0.0,0.0,0.0,0.0,0.0
509,0.0,0.0,0.0,0.0,0.0
510,0.0,0.0,0.0,0.0,0.0
511,0.0,0.0,0.0,0.0,0.0
512,0.0,0.0,0.0,0.0,0.0
513,0.0,0.0,0.0,0.0,0.0
514,0.0,0.0,0.0,0.0,0.0
515,0.0,0.0,0.0,0.0,0.0
516,0.0,0.0,0.0,0.0,0.0
517,0.0,0.0,0.0,0.0,0.0
518,3.90180497985,9.41479153482,112.580587146,239.649194766,44.4759056112
519,3.63161003064,95.4713113382,106.009891026,59.1777846192,5.1588331135
520,3.63161003064,95.4713113382,106.009891026,59.1777846192,5.1588331135
521,0.0,0.0,0.0,0.0,0.0
522,0.0,0.0,0.0,0.0,0.0
523,0.0,0.0,0.0,0.0,0.0
524,2.6012033199,6.27652768988,75.0537247638,159.766129844,29.6506037408
525,5.44741504596,143.206967007,159.014836539,88.7666769288,7.73824967025
526,8.04861836586,149.483494697,234.068561303,248.532806773,37.3888534111
527,14.5264401226,381.885245353,424.039564103,236.711138477,20.635332454
528,7.8036099597,18.8295830696,225.161174291,479.298389531,88.9518112224
529,7.53341501049,104.886102873,218.590478172,298.826979385,49.6347387247
530,3.90180497985,9.41479153482,112.580587146,239.649194766,44.4759056112
531,5.44741504596,143.206967007,159.014836539,88.7666769288,7.73824967025
532,1.81580501532,47.7356556691,53.0049455129,29.5888923096,2.57941655675
533,10.8948300919,286.413934015,318.029673077,177.533353858,15.4764993405
534,14.7966350718,295.828725549,430.610260223,417.182548623,59.9524049517
535,149.301095388,1095.12834524,1300.54436822,1394.73964764,1170.50929401
536,149.951396218,1096.69747716,1319.30779941,1434.6811801,1177.92194495
537,0.0,0.0,0.0,0.0,0.0
538,1.30060165995,3.13826384492,37.5268623818,79.8830649216,14.8253018703
539,2.6012033199,6.27652768988,75.0537247638,159.766129844,29.6506037408
540,5.2024066398,12.5530553798,150.107449528,319.532259688,59.3012074816
541,2.6012033199,6.27652768988,75.0537247638,159.766129844,29.6506037408
542,1.30060165995,3.13826384494,37.5268623819,79.8830649219,14.8253018704
543,0.0,0.0,0.0,0.0,0.0
544,3.63161003064,95.4713113382,106.009891026,59.1777846192,5.1588331135
545,3.63161003064,95.4713113382,106.009891026,59.1777846192,5.1588331135
546,3.63161003064,95.4713113382,106.009891026,59.1777846192,5.1588331135
547,3.63161003064,95.4713113382,106.009891026,59.1777846192,5.1588331135
548,0.0,0.0,0.0,0.0,0.0
549,1.30060165995,3.13826384494,37.5268623819,79.8830649219,14.8253018704
550,1.30060165995,3.13826384494,37.5268623819,79.8830649219,14.8253018704
551,0.0,0.0,0.0,0.0,0.0
552,0.0,0.0,0.0,0.0,0.0
553,0.0,0.0,0.0,0.0,0.0
554,2.6012033199,6.27652768988,75.0537247638,159.766129844,29.6506037408
555,2.6012033199,6.27652768988,75.0537247638,159.766129844,29.6506037408
556,2.6012033199,6.27652768988,75.0537247638,159.766129844,29.6506037408
557,0.0,0.0,0.0,0.0,0.0
558,0.0,0.0,0.0,0.0,0.0
559,3.63161003064,95.4713113382,106.009891026,59.1777846192,5.1588331135
560,3.63161003064,95.4713113382,106.009891026,59.1777846192,5.1588331135
561,7.26322006128,190.942622676,212.019782052,118.355569238,10.317666227
