LinkID,L0,L1re,L1im,L2re,L2im,L3re,L3im
1321,8.7890625,-0.97412109375,0.5166015625,-0.479248046875,0.64013671875,0.059173583984375,0.30322265625
1320,9.09375,-0.7900390625,0.1446533203125,-0.50048828125,-0.1630859375,-0.1888427734375,-0.11444091796875
1295,9.203125,-0.55517578125,0.1590576171875,-0.2376708984375,0.1859130859375,-0.0281524658203125,0.0472412109375
1294,8.890625,-0.82763671875,0.3037109375,-0.5029296875,0.203857421875,-0.006130218505859375,0.06365966796875
1273,8.625,-1.1015625,0.6015625,-0.53271484375,0.8037109375,0.1031494140625,0.37158203125
1272,8.4765625,-1.0712890625,0.0537109375,-0.69921875,-0.305419921875,-0.2012939453125,-0.193603515625
